Z_MIN,TUILE,TO_DALLE
"42,009",tile_x27y110,DM
"42,794",tile_x27y111,DM
"43,220",tile_x27y112,DL
"42,985",tile_x27y113,DL
"43,963",tile_x27y114,DL
"43,323",tile_x27y115,DL
"43,660",tile_x27y116,DL
"43,857",tile_x27y117,DK
"44,537",tile_x27y118,DK
"45,077",tile_x27y119,DK
"47,089",tile_x27y62,DV
"46,990",tile_x27y63,DV
"46,250",tile_x27y64,DV
"45,320",tile_x27y65,DV
"45,230",tile_x27y66,DV
"45,920",tile_x27y67,DU
"45,960",tile_x27y68,DU
"45,360",tile_x27y69,DU
"44,587",tile_x27y70,DU
"44,550",tile_x27y71,DU
"44,570",tile_x27y72,DT
"44,540",tile_x27y73,DT
"43,216",tile_x27y74,DT
"42,964",tile_x27y75,DT
"41,826",tile_x27y76,DT
"41,912",tile_x27y77,DS
"41,094",tile_x27y78,DS
"41,750",tile_x27y79,DS
"41,830",tile_x27y80,DS
"41,230",tile_x27y81,DS
"40,644",tile_x27y82,DR
"40,670",tile_x27y83,DR
"38,143",tile_x27y84,DR
"38,950",tile_x27y85,DR
"39,700",tile_x27y86,DR
"40,300",tile_x27y87,DQ
"40,567",tile_x27y88,DQ
"40,790",tile_x27y89,DQ
"40,547",tile_x27y90,DQ
"38,195",tile_x27y91,DQ
"37,610",tile_x27y92,DP
"37,700",tile_x27y93,DP
"38,780",tile_x27y94,DP
"37,925",tile_x27y95,DP
"38,640",tile_x27y96,DP
"37,820",tile_x27y97,DO
"37,940",tile_x27y98,DO
"36,619",tile_x27y99,DO
"38,953",tile_x28y100,EO
"40,314",tile_x28y101,EO
"40,536",tile_x28y102,EN
"40,710",tile_x28y103,EN
"40,197",tile_x28y104,EN
"40,278",tile_x28y105,EN
"41,148",tile_x28y106,EN
"41,326",tile_x28y107,EM
"41,295",tile_x28y108,EM
"42,240",tile_x28y109,EM
"41,880",tile_x28y110,EM
"42,980",tile_x28y111,EM
"43,020",tile_x28y112,EL
"42,619",tile_x28y113,EL
"42,854",tile_x28y114,EL
"43,208",tile_x28y115,EL
"43,411",tile_x28y116,EL
"43,691",tile_x28y117,EK
"44,740",tile_x28y118,EK
"45,040",tile_x28y119,EK
"47,300",tile_x28y62,EV
"46,518",tile_x28y63,EV
"46,970",tile_x28y64,EV
"45,579",tile_x28y65,EV
"45,030",tile_x28y66,EV
"44,990",tile_x28y67,EU
"45,670",tile_x28y68,EU
"45,070",tile_x28y69,EU
"44,770",tile_x28y70,EU
"44,818",tile_x28y71,EU
"44,870",tile_x28y72,ET
"44,567",tile_x28y73,ET
"43,320",tile_x28y74,ET
"42,712",tile_x28y75,ET
"42,980",tile_x28y76,ET
"41,908",tile_x28y77,ES
"41,258",tile_x28y78,ES
"41,859",tile_x28y79,ES
"41,610",tile_x28y80,ES
"41,270",tile_x28y81,ES
"40,735",tile_x28y82,ER
"40,739",tile_x28y83,ER
"38,550",tile_x28y84,ER
"37,570",tile_x28y85,ER
"38,885",tile_x28y86,ER
"38,590",tile_x28y87,EQ
"38,740",tile_x28y88,EQ
"40,209",tile_x28y89,EQ
"39,939",tile_x28y90,EQ
"39,410",tile_x28y91,EQ
"36,850",tile_x28y92,EP
"36,740",tile_x28y93,EP
"38,050",tile_x28y94,EP
"36,998",tile_x28y95,EP
"38,370",tile_x28y96,EP
"35,907",tile_x28y97,EO
"35,514",tile_x28y98,EO
"36,446",tile_x28y99,EO
"38,416",tile_x29y100,EO
"37,653",tile_x29y101,EO
"40,690",tile_x29y102,EN
"40,550",tile_x29y103,EN
"40,439",tile_x29y104,EN
"40,182",tile_x29y105,EN
"41,460",tile_x29y106,EN
"41,780",tile_x29y107,EM
"41,720",tile_x29y108,EM
"41,970",tile_x29y109,EM
"41,597",tile_x29y110,EM
"42,062",tile_x29y111,EM
"42,339",tile_x29y112,EL
"42,420",tile_x29y113,EL
"43,350",tile_x29y114,EL
"43,720",tile_x29y115,EL
"43,930",tile_x29y116,EL
"43,614",tile_x29y117,EK
"43,261",tile_x29y118,EK
"44,123",tile_x29y119,EK
"46,573",tile_x29y63,EV
"46,920",tile_x29y64,EV
"45,870",tile_x29y65,EV
"45,212",tile_x29y66,EV
"44,733",tile_x29y67,EU
"45,080",tile_x29y68,EU
"44,590",tile_x29y69,EU
"44,490",tile_x29y70,EU
"44,360",tile_x29y71,EU
"44,580",tile_x29y72,ET
"44,300",tile_x29y73,ET
"43,229",tile_x29y74,ET
"42,662",tile_x29y75,ET
"42,570",tile_x29y76,ET
"41,671",tile_x29y77,ES
"40,883",tile_x29y78,ES
"40,883",tile_x29y79,ES
"41,480",tile_x29y80,ES
"40,378",tile_x29y81,ES
"40,432",tile_x29y82,ER
"40,036",tile_x29y83,ER
"39,716",tile_x29y84,ER
"37,642",tile_x29y85,ER
"37,150",tile_x29y86,ER
"39,860",tile_x29y87,EQ
"38,922",tile_x29y88,EQ
"39,980",tile_x29y89,EQ
"38,900",tile_x29y90,EQ
"38,740",tile_x29y91,EQ
"36,790",tile_x29y92,EP
"34,860",tile_x29y93,EP
"36,240",tile_x29y94,EP
"35,538",tile_x29y95,EP
"33,490",tile_x29y96,EP
"31,621",tile_x29y97,EO
"39,400",tile_x29y98,EO
"40,200",tile_x29y99,EO
"37,653",tile_x30y100,EO
"37,653",tile_x30y101,EO
"40,570",tile_x30y102,EN
"40,580",tile_x30y103,EN
"40,032",tile_x30y104,EN
"40,140",tile_x30y105,EN
"40,503",tile_x30y106,EN
"40,776",tile_x30y107,EM
"41,540",tile_x30y108,EM
"41,970",tile_x30y109,EM
"41,524",tile_x30y110,EM
"42,360",tile_x30y111,EM
"42,570",tile_x30y112,EL
"42,128",tile_x30y113,EL
"43,146",tile_x30y114,EL
"42,293",tile_x30y115,EL
"42,632",tile_x30y116,EL
"43,019",tile_x30y117,EK
"43,465",tile_x30y118,EK
"44,510",tile_x30y119,EK
"44,870",tile_x30y120,EK
"46,260",tile_x30y63,EV
"47,000",tile_x30y64,EV
"46,170",tile_x30y65,EV
"45,469",tile_x30y66,EV
"44,861",tile_x30y67,EU
"44,963",tile_x30y68,EU
"44,693",tile_x30y69,EU
"44,742",tile_x30y70,EU
"44,619",tile_x30y71,EU
"44,530",tile_x30y72,ET
"44,500",tile_x30y73,ET
"43,700",tile_x30y74,ET
"42,192",tile_x30y75,ET
"41,754",tile_x30y76,ET
"41,332",tile_x30y77,ES
"41,041",tile_x30y78,ES
"40,700",tile_x30y79,ES
"41,290",tile_x30y80,ES
"40,055",tile_x30y81,ES
"40,111",tile_x30y82,ER
"39,400",tile_x30y83,ER
"38,609",tile_x30y84,ER
"38,446",tile_x30y85,ER
"35,848",tile_x30y86,ER
"39,530",tile_x30y87,EQ
"39,818",tile_x30y88,EQ
"39,630",tile_x30y89,EQ
"37,250",tile_x30y90,EQ
"36,430",tile_x30y91,EQ
"36,066",tile_x30y92,EP
"33,270",tile_x30y93,EP
"35,066",tile_x30y94,EP
"35,051",tile_x30y95,EP
"31,800",tile_x30y96,EP
"37,470",tile_x30y97,EO
"38,561",tile_x30y98,EO
"39,920",tile_x30y99,EO
"39,850",tile_x31y100,EO
"39,830",tile_x31y101,EO
"40,170",tile_x31y102,EN
"40,294",tile_x31y103,EN
"39,634",tile_x31y104,EN
"39,873",tile_x31y105,EN
"40,880",tile_x31y106,EN
"40,650",tile_x31y107,EM
"41,270",tile_x31y108,EM
"41,430",tile_x31y109,EM
"41,033",tile_x31y110,EM
"40,789",tile_x31y111,EM
"41,160",tile_x31y112,EL
"41,652",tile_x31y113,EL
"42,098",tile_x31y114,EL
"42,140",tile_x31y115,EL
"43,550",tile_x31y116,EL
"43,820",tile_x31y117,EK
"43,337",tile_x31y118,EK
"44,273",tile_x31y119,EK
"43,020",tile_x31y120,EK
"46,402",tile_x31y64,EV
"45,580",tile_x31y65,EV
"45,540",tile_x31y66,EV
"45,442",tile_x31y67,EU
"44,889",tile_x31y68,EU
"44,567",tile_x31y69,EU
"45,150",tile_x31y70,EU
"44,800",tile_x31y71,EU
"44,920",tile_x31y72,ET
"43,827",tile_x31y73,ET
"43,650",tile_x31y74,ET
"43,030",tile_x31y75,ET
"41,945",tile_x31y76,ET
"41,510",tile_x31y77,ES
"40,880",tile_x31y78,ES
"40,470",tile_x31y79,ES
"40,265",tile_x31y80,ES
"39,967",tile_x31y81,ES
"39,656",tile_x31y82,ER
"38,360",tile_x31y83,ER
"38,030",tile_x31y84,ER
"34,620",tile_x31y85,ER
"34,621",tile_x31y86,ER
"38,466",tile_x31y87,EQ
"39,380",tile_x31y88,EQ
"38,120",tile_x31y89,EQ
"37,020",tile_x31y90,EQ
"35,340",tile_x31y91,EQ
"35,429",tile_x31y92,EP
"32,190",tile_x31y93,EP
"32,696",tile_x31y94,EP
"34,500",tile_x31y95,EP
"29,013",tile_x31y96,EP
"34,482",tile_x31y97,EO
"38,510",tile_x31y98,EO
"39,560",tile_x31y99,EO
"39,150",tile_x32y100,EO
"39,443",tile_x32y101,EO
"39,710",tile_x32y102,EN
"39,716",tile_x32y103,EN
"39,480",tile_x32y104,EN
"39,807",tile_x32y105,EN
"39,908",tile_x32y106,EN
"40,310",tile_x32y107,EM
"39,967",tile_x32y108,EM
"40,442",tile_x32y109,EM
"40,460",tile_x32y110,EM
"40,869",tile_x32y111,EM
"42,020",tile_x32y112,EL
"41,698",tile_x32y113,EL
"42,760",tile_x32y114,EL
"42,940",tile_x32y115,EL
"43,100",tile_x32y116,EL
"43,580",tile_x32y117,EK
"43,136",tile_x32y118,EK
"43,442",tile_x32y119,EK
"42,895",tile_x32y120,EK
"46,510",tile_x32y64,EV
"45,734",tile_x32y65,EV
"45,692",tile_x32y66,EV
"46,220",tile_x32y67,EU
"45,495",tile_x32y68,EU
"44,550",tile_x32y69,EU
"44,239",tile_x32y70,EU
"44,243",tile_x32y71,EU
"44,441",tile_x32y72,ET
"43,685",tile_x32y73,ET
"43,446",tile_x32y74,ET
"43,060",tile_x32y75,ET
"41,510",tile_x32y76,ET
"41,127",tile_x32y77,ES
"40,340",tile_x32y78,ES
"39,996",tile_x32y79,ES
"40,119",tile_x32y80,ES
"39,608",tile_x32y81,ES
"39,390",tile_x32y82,ER
"37,502",tile_x32y83,ER
"37,080",tile_x32y84,ER
"34,647",tile_x32y85,ER
"33,490",tile_x32y86,ER
"36,710",tile_x32y87,EQ
"37,452",tile_x32y88,EQ
"37,186",tile_x32y89,EQ
"36,042",tile_x32y90,EQ
"34,971",tile_x32y91,EQ
"29,789",tile_x32y92,EP
"30,260",tile_x32y93,EP
"33,388",tile_x32y94,EP
"27,607",tile_x32y95,EP
"28,180",tile_x32y96,EP
"34,919",tile_x32y97,EO
"37,393",tile_x32y98,EO
"39,319",tile_x32y99,EO
"38,500",tile_x33y100,EO
"39,030",tile_x33y101,EO
"38,730",tile_x33y102,EN
"39,432",tile_x33y103,EN
"39,229",tile_x33y104,EN
"39,990",tile_x33y105,EN
"40,420",tile_x33y106,EN
"39,710",tile_x33y107,EM
"39,637",tile_x33y108,EM
"39,691",tile_x33y109,EM
"40,107",tile_x33y110,EM
"41,088",tile_x33y111,EM
"41,710",tile_x33y112,EL
"41,416",tile_x33y113,EL
"42,191",tile_x33y114,EL
"42,720",tile_x33y115,EL
"42,650",tile_x33y116,EL
"43,122",tile_x33y117,EK
"43,177",tile_x33y118,EK
"42,277",tile_x33y119,EK
"44,129",tile_x33y120,EK
"46,390",tile_x33y64,EV
"45,856",tile_x33y65,EV
"46,043",tile_x33y66,EV
"46,030",tile_x33y67,EU
"45,468",tile_x33y68,EU
"45,040",tile_x33y69,EU
"44,445",tile_x33y70,EU
"43,968",tile_x33y71,EU
"44,036",tile_x33y72,ET
"43,945",tile_x33y73,ET
"42,460",tile_x33y74,ET
"42,421",tile_x33y75,ET
"41,920",tile_x33y76,ET
"40,888",tile_x33y77,ES
"40,305",tile_x33y78,ES
"39,501",tile_x33y79,ES
"39,451",tile_x33y80,ES
"39,684",tile_x33y81,ES
"37,750",tile_x33y82,ER
"35,910",tile_x33y83,ER
"35,360",tile_x33y84,ER
"34,940",tile_x33y85,ER
"31,800",tile_x33y86,ER
"35,370",tile_x33y87,EQ
"35,610",tile_x33y88,EQ
"36,846",tile_x33y89,EQ
"35,244",tile_x33y90,EQ
"34,400",tile_x33y91,EQ
"29,030",tile_x33y92,EP
"30,866",tile_x33y93,EP
"36,410",tile_x33y94,EP
"27,560",tile_x33y95,EP
"34,714",tile_x33y96,EP
"36,270",tile_x33y97,EO
"37,370",tile_x33y98,EO
"38,460",tile_x33y99,EO
"38,100",tile_x34y100,EO
"38,850",tile_x34y101,EO
"38,860",tile_x34y102,EN
"38,217",tile_x34y103,EN
"38,794",tile_x34y104,EN
"38,780",tile_x34y105,EN
"39,169",tile_x34y106,EN
"39,133",tile_x34y107,EM
"39,360",tile_x34y108,EM
"40,673",tile_x34y109,EM
"40,351",tile_x34y110,EM
"40,231",tile_x34y111,EM
"41,140",tile_x34y112,EL
"41,548",tile_x34y113,EL
"41,360",tile_x34y114,EL
"42,270",tile_x34y115,EL
"42,570",tile_x34y116,EL
"43,083",tile_x34y117,EK
"42,755",tile_x34y118,EK
"42,261",tile_x34y119,EK
"43,799",tile_x34y120,EK
"47,080",tile_x34y64,EV
"46,122",tile_x34y65,EV
"45,628",tile_x34y66,EV
"46,140",tile_x34y67,EU
"44,940",tile_x34y68,EU
"44,192",tile_x34y69,EU
"44,150",tile_x34y70,EU
"43,763",tile_x34y71,EU
"43,387",tile_x34y72,ET
"43,316",tile_x34y73,ET
"42,660",tile_x34y74,ET
"42,479",tile_x34y75,ET
"41,830",tile_x34y76,ET
"40,467",tile_x34y77,ES
"39,767",tile_x34y78,ES
"39,100",tile_x34y79,ES
"39,401",tile_x34y80,ES
"39,720",tile_x34y81,ES
"39,390",tile_x34y82,ER
"38,094",tile_x34y83,ER
"34,420",tile_x34y84,ER
"34,100",tile_x34y85,ER
"30,346",tile_x34y86,ER
"34,241",tile_x34y87,EQ
"35,460",tile_x34y88,EQ
"35,713",tile_x34y89,EQ
"35,350",tile_x34y90,EQ
"34,060",tile_x34y91,EQ
"27,600",tile_x34y92,EP
"32,860",tile_x34y93,EP
"27,930",tile_x34y94,EP
"28,200",tile_x34y95,EP
"34,680",tile_x34y96,EP
"36,121",tile_x34y97,EO
"37,716",tile_x34y98,EO
"38,550",tile_x34y99,EO
"38,200",tile_x35y100,FO
"38,210",tile_x35y101,FO
"38,037",tile_x35y102,FN
"38,204",tile_x35y103,FN
"38,451",tile_x35y104,FN
"39,290",tile_x35y105,FN
"38,386",tile_x35y106,FN
"38,649",tile_x35y107,FM
"39,935",tile_x35y108,FM
"39,985",tile_x35y109,FM
"39,912",tile_x35y110,FM
"40,710",tile_x35y111,FM
"40,912",tile_x35y112,FL
"41,044",tile_x35y113,FL
"41,342",tile_x35y114,FL
"41,394",tile_x35y115,FL
"42,190",tile_x35y116,FL
"42,483",tile_x35y117,FK
"42,952",tile_x35y118,FK
"39,970",tile_x35y119,FK
"47,610",tile_x35y63,FV
"47,210",tile_x35y64,FV
"46,660",tile_x35y65,FV
"45,337",tile_x35y66,FV
"45,000",tile_x35y67,FU
"45,061",tile_x35y68,FU
"44,580",tile_x35y69,FU
"43,562",tile_x35y70,FU
"43,446",tile_x35y71,FU
"43,041",tile_x35y72,FT
"42,452",tile_x35y73,FT
"42,721",tile_x35y74,FT
"41,638",tile_x35y75,FT
"41,880",tile_x35y76,FT
"41,027",tile_x35y77,FS
"39,412",tile_x35y78,FS
"39,145",tile_x35y79,FS
"38,253",tile_x35y80,FS
"37,856",tile_x35y81,FS
"39,480",tile_x35y82,FR
"38,436",tile_x35y83,FR
"32,505",tile_x35y84,FR
"32,270",tile_x35y85,FR
"27,830",tile_x35y86,FR
"32,778",tile_x35y87,FQ
"34,960",tile_x35y88,FQ
"34,790",tile_x35y89,FQ
"34,671",tile_x35y90,FQ
"29,706",tile_x35y91,FQ
"25,770",tile_x35y92,FP
"29,639",tile_x35y93,FP
"27,110",tile_x35y94,FP
"28,660",tile_x35y95,FP
"35,492",tile_x35y96,FP
"35,790",tile_x35y97,FO
"37,901",tile_x35y98,FO
"38,080",tile_x35y99,FO
"35,180",tile_x36y100,FO
"34,350",tile_x36y101,FO
"35,309",tile_x36y102,FN
"38,341",tile_x36y103,FN
"38,877",tile_x36y104,FN
"37,730",tile_x36y105,FN
"38,192",tile_x36y106,FN
"39,538",tile_x36y107,FM
"39,037",tile_x36y108,FM
"39,650",tile_x36y109,FM
"40,123",tile_x36y110,FM
"40,320",tile_x36y111,FM
"40,308",tile_x36y112,FL
"40,780",tile_x36y113,FL
"41,810",tile_x36y114,FL
"41,284",tile_x36y115,FL
"42,090",tile_x36y116,FL
"42,350",tile_x36y117,FK
"40,126",tile_x36y118,FK
"38,528",tile_x36y119,FK
"46,984",tile_x36y62,FV
"47,630",tile_x36y63,FV
"46,450",tile_x36y64,FV
"46,090",tile_x36y65,FV
"45,194",tile_x36y66,FV
"44,740",tile_x36y67,FU
"44,743",tile_x36y68,FU
"43,990",tile_x36y69,FU
"43,760",tile_x36y70,FU
"43,206",tile_x36y71,FU
"43,146",tile_x36y72,FT
"41,994",tile_x36y73,FT
"41,168",tile_x36y74,FT
"41,102",tile_x36y75,FT
"40,880",tile_x36y76,FT
"40,670",tile_x36y77,FS
"39,932",tile_x36y78,FS
"38,854",tile_x36y79,FS
"39,888",tile_x36y80,FS
"37,856",tile_x36y81,FS
"37,856",tile_x36y82,FR
"36,810",tile_x36y83,FR
"33,530",tile_x36y84,FR
"30,360",tile_x36y85,FR
"26,720",tile_x36y86,FR
"28,019",tile_x36y87,FQ
"35,190",tile_x36y88,FQ
"34,967",tile_x36y89,FQ
"33,938",tile_x36y90,FQ
"32,160",tile_x36y91,FQ
"24,884",tile_x36y92,FP
"25,130",tile_x36y93,FP
"25,370",tile_x36y94,FP
"32,540",tile_x36y95,FP
"32,530",tile_x36y96,FP
"35,140",tile_x36y97,FO
"37,484",tile_x36y98,FO
"35,569",tile_x36y99,FO
"34,120",tile_x37y100,FO
"34,370",tile_x37y101,FO
"34,890",tile_x37y102,FN
"36,090",tile_x37y103,FN
"38,270",tile_x37y104,FN
"37,780",tile_x37y105,FN
"37,923",tile_x37y106,FN
"39,187",tile_x37y107,FM
"38,914",tile_x37y108,FM
"39,460",tile_x37y109,FM
"39,750",tile_x37y110,FM
"40,132",tile_x37y111,FM
"40,620",tile_x37y112,FL
"40,784",tile_x37y113,FL
"41,289",tile_x37y114,FL
"41,100",tile_x37y115,FL
"41,062",tile_x37y116,FL
"42,400",tile_x37y117,FK
"40,200",tile_x37y118,FK
"39,300",tile_x37y119,FK
"48,460",tile_x37y56,FX
"48,170",tile_x37y57,FW
"47,944",tile_x37y58,FW
"48,120",tile_x37y59,FW
"48,000",tile_x37y60,FW
"47,434",tile_x37y61,FW
"46,650",tile_x37y62,FV
"46,416",tile_x37y63,FV
"46,780",tile_x37y64,FV
"46,020",tile_x37y65,FV
"45,880",tile_x37y66,FV
"44,730",tile_x37y67,FU
"44,290",tile_x37y68,FU
"43,715",tile_x37y69,FU
"43,468",tile_x37y70,FU
"43,212",tile_x37y71,FU
"42,540",tile_x37y72,FT
"42,970",tile_x37y73,FT
"41,630",tile_x37y74,FT
"41,010",tile_x37y75,FT
"40,137",tile_x37y76,FT
"40,794",tile_x37y77,FS
"40,467",tile_x37y78,FS
"39,231",tile_x37y79,FS
"37,970",tile_x37y80,FS
"40,130",tile_x37y81,FS
"39,340",tile_x37y82,FR
"38,460",tile_x37y83,FR
"36,684",tile_x37y84,FR
"33,690",tile_x37y85,FR
"26,901",tile_x37y86,FR
"27,430",tile_x37y87,FQ
"35,411",tile_x37y88,FQ
"34,848",tile_x37y89,FQ
"32,541",tile_x37y90,FQ
"32,215",tile_x37y91,FQ
"24,940",tile_x37y92,FP
"24,390",tile_x37y93,FP
"25,758",tile_x37y94,FP
"32,820",tile_x37y95,FP
"33,750",tile_x37y96,FP
"34,360",tile_x37y97,FO
"31,915",tile_x37y98,FO
"32,670",tile_x37y99,FO
"36,814",tile_x38y100,FO
"37,789",tile_x38y101,FO
"34,656",tile_x38y102,FN
"34,916",tile_x38y103,FN
"36,280",tile_x38y104,FN
"37,380",tile_x38y105,FN
"37,567",tile_x38y106,FN
"38,130",tile_x38y107,FM
"38,601",tile_x38y108,FM
"39,430",tile_x38y109,FM
"39,592",tile_x38y110,FM
"40,090",tile_x38y111,FM
"40,080",tile_x38y112,FL
"40,006",tile_x38y113,FL
"40,530",tile_x38y114,FL
"40,900",tile_x38y115,FL
"40,433",tile_x38y116,FL
"41,751",tile_x38y117,FK
"40,790",tile_x38y118,FK
"48,441",tile_x38y52,FX
"47,610",tile_x38y53,FX
"48,298",tile_x38y54,FX
"48,225",tile_x38y55,FX
"48,006",tile_x38y56,FX
"47,570",tile_x38y57,FW
"47,730",tile_x38y58,FW
"47,827",tile_x38y59,FW
"47,760",tile_x38y60,FW
"47,190",tile_x38y61,FW
"47,130",tile_x38y62,FV
"46,385",tile_x38y63,FV
"46,080",tile_x38y64,FV
"46,330",tile_x38y65,FV
"45,490",tile_x38y66,FV
"45,010",tile_x38y67,FU
"44,296",tile_x38y68,FU
"43,730",tile_x38y69,FU
"43,230",tile_x38y70,FU
"43,010",tile_x38y71,FU
"42,426",tile_x38y72,FT
"41,879",tile_x38y73,FT
"42,470",tile_x38y74,FT
"40,782",tile_x38y75,FT
"40,590",tile_x38y76,FT
"40,713",tile_x38y77,FS
"40,490",tile_x38y78,FS
"39,220",tile_x38y79,FS
"39,260",tile_x38y80,FS
"39,460",tile_x38y81,FS
"39,000",tile_x38y82,FR
"38,470",tile_x38y83,FR
"36,500",tile_x38y84,FR
"34,893",tile_x38y85,FR
"27,993",tile_x38y86,FR
"25,910",tile_x38y87,FQ
"31,934",tile_x38y88,FQ
"30,695",tile_x38y89,FQ
"30,782",tile_x38y90,FQ
"30,990",tile_x38y91,FQ
"26,353",tile_x38y92,FP
"24,250",tile_x38y93,FP
"31,054",tile_x38y94,FP
"32,002",tile_x38y95,FP
"30,669",tile_x38y96,FP
"32,832",tile_x38y97,FO
"31,094",tile_x38y98,FO
"35,797",tile_x38y99,FO
"31,860",tile_x39y100,FO
"37,143",tile_x39y101,FO
"36,620",tile_x39y102,FN
"37,155",tile_x39y103,FN
"37,549",tile_x39y104,FN
"37,250",tile_x39y105,FN
"38,283",tile_x39y106,FN
"38,542",tile_x39y107,FM
"38,361",tile_x39y108,FM
"39,120",tile_x39y109,FM
"39,083",tile_x39y110,FM
"39,470",tile_x39y111,FM
"39,405",tile_x39y112,FL
"39,990",tile_x39y113,FL
"40,210",tile_x39y114,FL
"40,600",tile_x39y115,FL
"39,967",tile_x39y116,FL
"41,321",tile_x39y117,FK
"40,260",tile_x39y118,FK
"48,202",tile_x39y51,FY
"48,059",tile_x39y52,FX
"47,880",tile_x39y53,FX
"47,880",tile_x39y54,FX
"48,440",tile_x39y55,FX
"47,669",tile_x39y56,FX
"47,580",tile_x39y57,FW
"47,725",tile_x39y58,FW
"47,795",tile_x39y59,FW
"47,960",tile_x39y60,FW
"47,680",tile_x39y61,FW
"47,280",tile_x39y62,FV
"46,857",tile_x39y63,FV
"46,266",tile_x39y64,FV
"45,892",tile_x39y65,FV
"45,892",tile_x39y66,FV
"44,970",tile_x39y67,FU
"44,046",tile_x39y68,FU
"43,729",tile_x39y69,FU
"43,504",tile_x39y70,FU
"42,942",tile_x39y71,FU
"42,130",tile_x39y72,FT
"41,820",tile_x39y73,FT
"41,415",tile_x39y74,FT
"41,520",tile_x39y75,FT
"40,920",tile_x39y76,FT
"40,135",tile_x39y77,FS
"40,131",tile_x39y78,FS
"38,110",tile_x39y79,FS
"37,440",tile_x39y80,FS
"37,380",tile_x39y81,FS
"38,700",tile_x39y82,FR
"38,470",tile_x39y83,FR
"35,817",tile_x39y84,FR
"35,181",tile_x39y85,FR
"28,167",tile_x39y86,FR
"25,564",tile_x39y87,FQ
"23,662",tile_x39y88,FQ
"24,790",tile_x39y89,FQ
"29,730",tile_x39y90,FQ
"30,708",tile_x39y91,FQ
"27,454",tile_x39y92,FP
"23,790",tile_x39y93,FP
"28,851",tile_x39y94,FP
"28,380",tile_x39y95,FP
"28,940",tile_x39y96,FP
"29,598",tile_x39y97,FO
"31,097",tile_x39y98,FO
"32,264",tile_x39y99,FO
"31,509",tile_x40y100,FO
"35,233",tile_x40y101,FO
"36,470",tile_x40y102,FN
"35,400",tile_x40y103,FN
"35,462",tile_x40y104,FN
"36,734",tile_x40y105,FN
"37,297",tile_x40y106,FN
"37,970",tile_x40y107,FM
"38,140",tile_x40y108,FM
"38,321",tile_x40y109,FM
"38,545",tile_x40y110,FM
"38,783",tile_x40y111,FM
"39,149",tile_x40y112,FL
"38,865",tile_x40y113,FL
"39,980",tile_x40y114,FL
"40,280",tile_x40y115,FL
"39,090",tile_x40y116,FL
"40,562",tile_x40y117,FK
"38,285",tile_x40y118,FK
"47,528",tile_x40y51,FY
"47,912",tile_x40y52,FX
"47,710",tile_x40y53,FX
"47,770",tile_x40y54,FX
"47,568",tile_x40y55,FX
"47,760",tile_x40y56,FX
"47,794",tile_x40y57,FW
"47,190",tile_x40y58,FW
"47,669",tile_x40y59,FW
"47,316",tile_x40y60,FW
"46,901",tile_x40y61,FW
"47,514",tile_x40y62,FV
"47,140",tile_x40y63,FV
"46,514",tile_x40y64,FV
"45,892",tile_x40y65,FV
"45,377",tile_x40y66,FV
"44,990",tile_x40y67,FU
"44,203",tile_x40y68,FU
"43,423",tile_x40y69,FU
"42,998",tile_x40y70,FU
"42,690",tile_x40y71,FU
"41,540",tile_x40y72,FT
"40,718",tile_x40y73,FT
"41,046",tile_x40y74,FT
"40,715",tile_x40y75,FT
"40,710",tile_x40y76,FT
"40,140",tile_x40y77,FS
"38,460",tile_x40y78,FS
"38,470",tile_x40y79,FS
"38,350",tile_x40y80,FS
"38,230",tile_x40y81,FS
"37,810",tile_x40y82,FR
"37,842",tile_x40y83,FR
"35,840",tile_x40y84,FR
"35,597",tile_x40y85,FR
"35,150",tile_x40y86,FR
"32,456",tile_x40y87,FQ
"24,684",tile_x40y88,FQ
"23,790",tile_x40y89,FQ
"28,741",tile_x40y90,FQ
"28,460",tile_x40y91,FQ
"23,884",tile_x40y92,FP
"23,670",tile_x40y93,FP
"25,080",tile_x40y94,FP
"26,240",tile_x40y95,FP
"28,644",tile_x40y96,FP
"35,230",tile_x40y97,FO
"35,812",tile_x40y98,FO
"31,340",tile_x40y99,FO
"34,690",tile_x41y100,FO
"34,820",tile_x41y101,FO
"35,040",tile_x41y102,FN
"33,988",tile_x41y103,FN
"34,300",tile_x41y104,FN
"36,081",tile_x41y105,FN
"36,593",tile_x41y106,FN
"37,216",tile_x41y107,FM
"37,382",tile_x41y108,FM
"37,945",tile_x41y109,FM
"38,304",tile_x41y110,FM
"38,400",tile_x41y111,FM
"37,638",tile_x41y112,FL
"39,109",tile_x41y113,FL
"38,596",tile_x41y114,FL
"39,130",tile_x41y115,FL
"38,957",tile_x41y116,FL
"39,999",tile_x41y117,FK
"35,120",tile_x41y118,FK
"47,619",tile_x41y51,FY
"48,040",tile_x41y52,FX
"47,751",tile_x41y53,FX
"48,000",tile_x41y54,FX
"47,256",tile_x41y55,FX
"47,680",tile_x41y56,FX
"47,910",tile_x41y57,FW
"47,863",tile_x41y58,FW
"47,340",tile_x41y59,FW
"46,885",tile_x41y60,FW
"47,010",tile_x41y61,FW
"47,430",tile_x41y62,FV
"47,920",tile_x41y63,FV
"46,920",tile_x41y64,FV
"46,084",tile_x41y65,FV
"45,172",tile_x41y66,FV
"45,545",tile_x41y67,FU
"45,090",tile_x41y68,FU
"43,826",tile_x41y69,FU
